Taxpayer_ID,Age,Gender,Region,Marital_Status,Number_of_Dependants,Annual_Gross_Income (KES),Total_Tax_Paid (KES),Source_of_Income_Raw,Business_Sector,Tax_Compliance_Score,Compliance_Window_Deviation,Effective_Tax_Rate
A147337803X,37.0,Female,Nairobi,Married,5,463357.9269200349,14606.951242271802,Business (Sole Proprietor),Service (Consultancy),1,1,3.1524120757715304
A103807155X,78.0,Male,Nairobi,Married,3,59947.21149671,1889.783134310585,Rental,Unknown,1,2,3.1524120757715304
A458153605X,150.0,Female,Machakos,Married,4,40966.10777705075,6457.102642686638,Business (Sole Proprietor),Unknown,5,2,15.762060378857651
A927982963X,18.0,Male,Nairobi,Married,1,202557.2352420065,12770.877488235918,Rental,Retail/Wholesale,2,6,6.304824151543061
A240466536X,20.0,Female,Nairobi,Single,2,44084.766668502794,4169.200524100753,Employment (PAYE),Finance,3,3,9.457236227314588
A784095277X,,Male,Nakuru,Single,2,54600.075286985164,1721.2193667272672,Employment (PAYE),Retail/Wholesale,1,1,3.1524120757715304
A381272327X,80.0,Female,Rural_SemiArid,Married,1,319154.68992709636,50305.35492826484,Informal_Sector,Retail/Wholesale,5,2,15.762060378857647
A273497327X,42.0,Male,Nairobi,Married,6,63019.063107913986,7946.482221807847,Farming,Tech/IT,4,1,12.609648303086122
A895890631X,73.0,Male,Nairobi,,4,508799.31008383,53464.83630841629,Employment (PAYE),Unknown,2,1,10.508040252571767
A574417266X,,Female,Mombasa,Single,7,2508549.8466949817,790798.2829396081,Business (Sole Proprietor),Retail/Wholesale,5,1,31.524120757715302
A692362342X,55.0,Male,Rural_SemiArid,Married,4,214736.4792937647,20308.136113029806,Business (Sole Proprietor),Unknown,3,0,9.457236227314588
A857704655X,23.0,Female,Machakos,Married,3,326187.15573948313,30848.28986144146,Employment (PAYE),Tech/IT,3,1,9.457236227314588
A559225330X,75.0,Male,Nakuru,Married,3,5538006.183403004,1396646.2054605628,Business (Sole Proprietor),Unknown,4,3,25.219296606172243
A702269164X,61.0,Female,Nairobi,Single,5,45188.51876515635,1424.5283224150726,Business (Sole Proprietor),Unknown,1,4,3.1524120757715304
A110382761X,62.0,Male,Mombasa,Single,2,1602143.2030294838,84176.92633909038,Employment (PAYE),Unknown,1,4,5.254020126285884
A220123666X,49.0,Male,Nairobi,Married,3,1337464.742782926,351353.33383896324,Employment (PAYE),Agriculture/Farming,5,7,26.270100631429415
A180792472X,62.0,Male,Nakuru,Married,1,966538.1109386664,253910.53438470454,Dividends/Interest,Unknown,5,9,26.270100631429415
A841976666X,78.0,Male,Kisumu,Married,2,1862856.790202446,97874.87068111972,Employment (PAYE),Retail/Wholesale,1,1,5.254020126285884
A260045822X,64.0,Male,Rural_SemiArid,,6,408751.4092679235,12885.528785648328,Employment (PAYE),Service (Consultancy),1,1,3.1524120757715295
A685823118X,38.0,Male,Nairobi,Divorced/Widowed,7,111927.40344638961,17642.064911707526,Rental,Retail/Wholesale,5,3,15.762060378857647
A138684919X,53.0,Male,Nairobi,Single,6,1385899.488289722,145630.87608967014,Rental,Finance,2,5,10.508040252571767
A996139578X,36.0,,Mombasa,Single,4,1467782.5016917319,231352.76414695807,Employment (PAYE),Retail/Wholesale,3,1,15.762060378857647
A496442646X,37.0,Female,Kisumu,Single,2,1408408.4306750936,221994.18722392974,Informal_Sector,Retail/Wholesale,3,4,15.762060378857651
A725464884X,74.0,Female,Machakos,Single,0,286861.0191094385,36172.16562834886,Rental,Unknown,4,17,12.609648303086118
A693269304X,,Male,Nairobi,Married,2,91647.79825545651,8667.348778151221,Employment (PAYE),Finance,3,1,9.457236227314588
A259014493X,64.0,Female,Nairobi,Married,3,357554.6087386747,56357.97331677814,Business (Sole Proprietor),Unknown,5,3,15.762060378857647
A561479973X,66.0,Female,Mombasa,Single,7,1102780.2250102898,115880.58994148276,Rental,Retail/Wholesale,2,8,10.508040252571767
A236843584X,31.0,Male,Nairobi,Married,1,1247344.7934379587,327678.73245704715,Employment (PAYE),Service (Consultancy),5,2,26.270100631429415
A144913399X,32.0,Female,Rural_Uplands,Married,4,140854.93491882322,4440.327977701112,Business (Sole Proprietor),Retail/Wholesale,1,4,3.1524120757715295
A430989881X,48.0,Male,Kiambu,Married,4,430653.6045442872,13575.976234399479,Rental,Retail/Wholesale,1,7,3.1524120757715295
A491541578X,18.0,Male,Machakos,Single,3,37678.0337047097,3563.300653261607,Business (Sole Proprietor),Retail/Wholesale,3,2,9.457236227314588
A954829815X,71.0,Male,Mombasa,Married,3,1175759.823081301,123549.3154829497,Business (Sole Proprietor),Service (Consultancy),2,1,10.508040252571767
A142836793X,20.0,Female,Machakos,Single,3,82870.70200048768,10449.70406856005,Business (Sole Proprietor),Retail/Wholesale,4,2,12.609648303086118
A484194737X,33.0,Female,Nairobi,Married,0,871423.2202366408,228923.7568818083,Employment (PAYE),Tech/IT,5,1,26.270100631429415
A325567963X,74.0,Male,Rural_Uplands,Married,1,47860.3719910172,6035.024584616005,Business (Sole Proprietor),Service (Consultancy),4,2,12.609648303086122
A832363533X,29.0,Male,Nairobi,,0,1260632.1502353563,264935.4675671845,Business (Sole Proprietor),Retail/Wholesale,4,4,21.016080505143535
A367930513X,33.0,Female,Mombasa,Divorced/Widowed,3,434848.4180256418,54832.85616456718,Dividends/Interest,Finance,4,3,12.609648303086118
A816114302X,41.0,Male,Nairobi,,1,83113.58594370534,10480.330879584464,Rental,Finance,4,7,12.609648303086118
A210373808X,45.0,Male,Kiambu,,6,756936.4443434394,198847.96564498526,Business (Sole Proprietor),Unknown,5,3,26.270100631429415
A479759538X,25.0,Female,Nairobi,Divorced/Widowed,6,110686.53345515931,3489.295646893336,Informal_Sector,Service (Consultancy),1,1,3.1524120757715295
A937643439X,53.0,Female,Nairobi,Single,3,825985.5481533683,216987.23470095373,Employment (PAYE),Unknown,5,1,26.270100631429415
A701170349X,25.0,Female,Rural_SemiArid,Single,1,177874.36881822193,5607.333082328017,Employment (PAYE),Unknown,1,5,3.1524120757715295
A536344399X,75.0,,Nairobi,Married,7,20301.078903139965,639.9736628544907,Employment (PAYE),Tech/IT,1,3,3.1524120757715295
A766430218X,77.0,Female,Machakos,Single,4,61474.37124885389,9689.627513767457,Employment (PAYE),Service (Consultancy),5,2,15.762060378857647
A904745462X,67.0,Male,Rural_SemiArid,Married,0,140698.97203078476,22177.05692392433,Business (Sole Proprietor),Retail/Wholesale,5,4,15.762060378857647
A265950383X,45.0,Male,Nairobi,Single,5,2089182.785227105,658596.5040643925,Employment (PAYE),Finance,5,1,31.524120757715302
A354194771X,58.0,Male,Nakuru,Single,3,1036868.2664177016,54477.267400657576,Employment (PAYE),Tech/IT,1,0,5.254020126285884
A274484941X,,Female,Nairobi,Married,3,3065717.266729548,966440.4132539516,Employment (PAYE),Unknown,5,8,31.524120757715302
A958872154X,44.0,Female,Nairobi,Single,2,3205737.798052093,404232.2618534661,Rental,Tech/IT,2,5,12.609648303086122
A970559510X,80.0,Male,Kiambu,Married,5,120315.6269203255,11378.533056229688,Informal_Sector,Unknown,3,2,9.457236227314588
A290108532X,34.0,Female,Rural_SemiArid,Married,7,202251.99731780787,19127.449160807057,Dividends/Interest,Unknown,3,1,9.457236227314588
A542697755X,50.0,Male,Nairobi,,4,144795.85220120763,9129.123860014332,Employment (PAYE),Unknown,2,2,6.304824151543059
A126614158X,46.0,Male,Mombasa,Married,3,98001.11077707127,9268.196551579886,Business (Sole Proprietor),Service (Consultancy),3,0,9.457236227314588
A292587044X,30.0,Female,Mombasa,Single,7,16945.505848913494,534.1921726817199,Employment (PAYE),Retail/Wholesale,1,3,3.1524120757715295
A890880074X,63.0,,Rural_Uplands,,0,262466.4184129688,41370.11534447729,Employment (PAYE),Agriculture/Farming,5,0,15.762060378857647
A456681425X,52.0,Female,Nairobi,Married,4,39013.05487304932,6149.2612647269,Farming,Agriculture/Farming,5,3,15.762060378857647
A940081098X,23.0,Male,Nakuru,,3,254929.4649143664,40182.13618330116,Business (Sole Proprietor),Retail/Wholesale,5,1,15.762060378857651
A542073642X,64.0,Female,Nakuru,Married,0,6411835.99360764,808509.9685646109,Employment (PAYE),Agriculture/Farming,2,2,12.609648303086122
A961393416X,42.0,Female,Nakuru,Married,2,124989.16787180452,7880.34724279423,Business (Sole Proprietor),Tech/IT,2,1,6.304824151543059
A819307302X,83.0,Male,Rural_SemiArid,Married,2,359389.1301510949,11329.426337893377,Employment (PAYE),Retail/Wholesale,1,12,3.1524120757715304
A889262019X,27.0,,Rural_Uplands,Married,6,1045465.2699692254,109857.9113950243,Employment (PAYE),Tech/IT,2,4,10.508040252571767
A970535450X,,Male,Nairobi,Single,0,408577.5180504187,64400.23508954501,Business (Sole Proprietor),Unknown,5,1,15.762060378857651
A366467544X,47.0,Male,Kiambu,Single,4,416118.8859353218,13117.782009791043,Employment (PAYE),Tech/IT,1,2,3.1524120757715295
A386480450X,22.0,Male,Kiambu,Married,0,155810.58495180018,4911.791695350807,Informal_Sector,Agriculture/Farming,1,14,3.1524120757715295
A270937380X,50.0,Female,Nairobi,Single,5,189507.34021687607,29870.26138735119,Business (Sole Proprietor),Retail/Wholesale,5,1,15.762060378857651
A945436943X,82.0,,Kiambu,Single,0,63575.54842752159,8016.6530634686715,Farming,Finance,4,1,12.609648303086122
A852991721X,35.0,Male,Kiambu,Single,2,954618.9296958429,250779.35347777235,Dividends/Interest,Unknown,5,1,26.270100631429415
A216066793X,,Male,Kiambu,Married,2,19687.959108223273,620.6456004005912,Rental,Service (Consultancy),1,1,3.1524120757715295
A510751046X,28.0,Male,Rural_SemiArid,Single,2,1151565.0723325657,242013.84267052638,Business (Sole Proprietor),Service (Consultancy),4,12,21.016080505143535
A141580226X,43.0,Female,Nairobi,Married,5,32677.839070767553,5150.700724840317,Employment (PAYE),Manufacturing,5,2,15.762060378857647
A605399561X,80.0,,Rural_SemiArid,Single,3,1137008.1163696495,298693.17635782703,Business (Sole Proprietor),Unknown,5,2,26.270100631429415
A338836384X,,Male,Kiambu,Married,6,157829.98852398625,19901.806469675852,Employment (PAYE),Retail/Wholesale,4,3,12.609648303086122
A314289692X,44.0,Male,Nakuru,Married,5,42285.39221989091,5332.039242508785,Employment (PAYE),Service (Consultancy),4,3,12.609648303086122
A976803188X,66.0,Male,Rural_Uplands,Married,3,639823.7121451886,100849.39982657299,Business (Sole Proprietor),Retail/Wholesale,3,7,15.762060378857651
A594246837X,50.0,Female,Kiambu,Single,5,1080734.329329161,227127.9966985395,Rental,Service (Consultancy),4,6,21.016080505143535
A475442872X,18.0,,Kiambu,Divorced/Widowed,1,139090.771011878,8769.428523324337,Informal_Sector,Tech/IT,2,4,6.304824151543059
A427696198X,38.0,Female,Kiambu,Married,3,790891.3052972561,166214.35342945188,Employment (PAYE),Unknown,4,2,21.016080505143535
A981044229X,72.0,Male,Kiambu,Married,4,8711.273391856626,274.6152343583604,Business (Sole Proprietor),Service (Consultancy),1,7,3.1524120757715295
A953995721X,23.0,Male,Rural_SemiArid,,4,37016.00128790749,4667.587578270964,Informal_Sector,Tech/IT,4,1,12.609648303086122
A344378798X,22.0,Female,Rural_Uplands,Married,6,1864704.9517004723,489859.8672909614,Employment (PAYE),Unknown,5,1,26.270100631429415
A339362341X,20.0,Male,Nairobi,Married,7,191855.178682321,12096.13164154907,Employment (PAYE),Service (Consultancy),2,2,6.304824151543061
A125409494X,70.0,Female,Nairobi,Married,2,16426.973861140672,2071.383630729725,Employment (PAYE),Manufacturing,4,9,12.609648303086118
A808705238X,40.0,Female,Kiambu,Married,5,94061.18270263502,5930.392164262776,Informal_Sector,Agriculture/Farming,2,1,6.304824151543059
A307371533X,70.0,Male,Nairobi,,0,67164.44479728048,6351.900205243118,Employment (PAYE),Service (Consultancy),3,1,9.457236227314588
A527849588X,54.0,Male,Nakuru,Married,2,209202.38313999836,13189.842377814262,Employment (PAYE),Retail/Wholesale,2,3,6.304824151543059
A452468587X,34.0,Female,Nairobi,Divorced/Widowed,6,153871.56259426763,24253.328602000205,Business (Sole Proprietor),Tech/IT,5,3,15.762060378857651
A399147754X,,Male,Mombasa,Single,0,350949.4915610905,33190.12245549181,Farming,Service (Consultancy),3,2,9.457236227314588
A174539964X,68.0,Male,Nairobi,Married,5,241784.21228557877,30488.138821598626,Informal_Sector,Retail/Wholesale,4,4,12.609648303086122
A930353157X,62.0,Male,Nairobi,Married,2,2062870.2217880979,260120.67991657177,Business (Sole Proprietor),Unknown,2,2,12.609648303086122
A399708182X,21.0,Male,Nakuru,Married,2,507282.2833767105,79958.13979708486,Informal_Sector,Tech/IT,3,8,15.762060378857647
A477040284X,79.0,Female,Kiambu,,7,533122.9845579598,112041.55562612477,Employment (PAYE),Unknown,4,3,21.016080505143535
A788785773X,82.0,,Rural_SemiArid,Married,7,1540681.926573248,323790.9540168302,Employment (PAYE),Retail/Wholesale,4,8,21.016080505143535
A646970178X,49.0,Male,Rural_Uplands,Married,4,149768.6238250856,9442.648366357671,Informal_Sector,Unknown,2,1,6.304824151543061
A529151399X,51.0,Female,Kiambu,Single,0,40424.19759261203,2548.6745728864917,Business (Sole Proprietor),Agriculture/Farming,2,2,6.304824151543061
A829627019X,56.0,Male,Nairobi,Married,1,1640407.8976400567,258562.0832855751,Employment (PAYE),Unknown,3,0,15.762060378857647
A675757257X,43.0,Male,Rural_Uplands,,1,328983.416322398,20741.825886866005,Business (Sole Proprietor),Service (Consultancy),2,10,6.304824151543061
A455569462X,51.0,Female,Rural_SemiArid,Divorced/Widowed,2,330719.8137824672,41702.605386590454,Dividends/Interest,Service (Consultancy),4,27,12.609648303086122
A129635852X,71.0,Male,Rural_Uplands,Married,7,103777.56792166908,16357.482915523486,Farming,Tech/IT,5,2,15.762060378857647
A223847257X,20.0,Female,Nairobi,Single,5,106374.05693331591,10060.045848761798,Informal_Sector,Agriculture/Farming,3,4,9.457236227314588
A380477683X,67.0,Female,Rural_SemiArid,Single,2,955589.3104529841,251034.27347918137,Business (Sole Proprietor),Unknown,5,3,26.270100631429415
A291735734X,29.0,Male,Nairobi,Married,6,1175240.8898734353,308736.964431458,Informal_Sector,Retail/Wholesale,5,1,26.270100631429415
A723403479X,82.0,Female,Kisumu,Single,4,869553.4722800787,182746.0577696523,Business (Sole Proprietor),Unknown,4,9,21.016080505143535
A385042337X,71.0,Male,Rural_SemiArid,Married,7,881554.7669586394,231585.32440119763,Business (Sole Proprietor),Unknown,5,2,26.270100631429415
A141078352X,22.0,Male,Nairobi,Married,6,630043.6022475958,33102.61766646526,Dividends/Interest,Tech/IT,1,0,5.254020126285884
A216396351X,74.0,Female,Rural_SemiArid,Married,0,326858.9774103445,30911.825623881112,Business (Sole Proprietor),Retail/Wholesale,3,1,9.457236227314588
A740563507X,34.0,Female,Nairobi,Single,6,206267.773188321,26009.640761654646,Employment (PAYE),Unknown,4,1,12.609648303086118
A566609283X,,Male,Rural_SemiArid,Divorced/Widowed,7,1648680.4108615508,173244.00120959737,Employment (PAYE),Tech/IT,2,3,10.508040252571767
A471178705X,40.0,Female,Nairobi,Married,2,153187.61550248112,19316.4195587467,Business (Sole Proprietor),Unknown,4,3,12.609648303086122
A882269302X,31.0,Female,Rural_SemiArid,Single,6,467413.14334856987,29469.576749327218,Employment (PAYE),Unknown,2,9,6.304824151543061
A944420824X,83.0,Female,Nairobi,Single,5,80336.59326701285,10130.161869651085,Employment (PAYE),Retail/Wholesale,4,17,12.609648303086122
A436808455X,68.0,Male,Kisumu,Single,1,99812.77346336399,3146.5099238215676,Employment (PAYE),Manufacturing,1,18,3.1524120757715295
A568574364X,55.0,Male,Mombasa,Married,0,188295.56249331514,17807.55615054358,Employment (PAYE),Service (Consultancy),3,1,9.457236227314588
A750911797X,81.0,Male,Kiambu,Single,2,80345.58599304354,12664.119775970516,Rental,Unknown,5,5,15.762060378857647
A649136331X,55.0,Female,Nairobi,Single,0,888045.0371659598,186632.25993272994,Employment (PAYE),Retail/Wholesale,4,6,21.016080505143535
A224173718X,67.0,Male,Kisumu,Married,7,35523.460725050776,3359.5375968853714,Employment (PAYE),Retail/Wholesale,3,2,9.457236227314587
A513600440X,47.0,Female,Nairobi,Married,4,311403.393247621,29450.154519300926,Rental,Unknown,3,4,9.457236227314588
A719106699X,,Male,Mombasa,Married,6,327342.4485789379,30957.54863438595,Farming,Retail/Wholesale,3,4,9.45723622731459
A304095531X,80.0,Male,Nairobi,Married,1,17743.963144514048,1678.0885106643314,Employment (PAYE),Manufacturing,3,2,9.457236227314588
A373506211X,69.0,Male,Rural_SemiArid,Single,5,138477.65685021924,13096.159130375318,Employment (PAYE),Service (Consultancy),3,10,9.45723622731459
A147659674X,,Other,Nairobi,Married,0,393780.6498857511,62067.943795250125,Informal_Sector,Tech/IT,5,3,15.762060378857647
A861052404X,47.0,Male,Nairobi,Single,1,510472.4711896166,134101.63187725682,Employment (PAYE),Manufacturing,5,2,26.270100631429415
A568213197X,,Female,Nairobi,Married,6,197508.9516487063,24905.184170014283,Informal_Sector,Service (Consultancy),4,1,12.609648303086122
A101815992X,22.0,Male,Kiambu,Married,2,740686.1806813916,77831.60201123709,Employment (PAYE),Unknown,2,9,10.508040252571767
A658260221X,46.0,Male,Nairobi,Single,7,227754.96478176894,28719.10005179872,Employment (PAYE),Retail/Wholesale,4,3,12.609648303086122
A965984448X,21.0,Male,Kiambu,,5,273889.32163090276,25902.36014802391,Employment (PAYE),Service (Consultancy),3,3,9.457236227314588
A678158427X,27.0,Male,Rural_Uplands,Married,5,391398.2267802966,24676.96993075542,Employment (PAYE),Service (Consultancy),2,1,6.304824151543061
A837507241X,73.0,Male,Kisumu,,3,1077872.1704165232,226526.48307727443,Informal_Sector,Manufacturing,4,7,21.016080505143535
A872482077X,34.0,Male,Mombasa,Married,0,97384.56398035266,6139.925509708178,Informal_Sector,Service (Consultancy),2,1,6.304824151543059
A896662826X,34.0,Male,Nairobi,Married,7,129284.04878561397,20377.829829820254,Informal_Sector,Retail/Wholesale,5,0,15.762060378857651
A891388192X,51.0,Male,Nakuru,Married,1,98386.14422521032,9304.61007432457,Informal_Sector,Unknown,3,1,9.457236227314588
A820081872X,23.0,Female,Nairobi,Married,0,163032.26839130092,10278.897832343244,Farming,Service (Consultancy),2,4,6.304824151543061
A311564862X,70.0,Female,Machakos,,2,2279237.2081384347,143701.8979696678,Rental,Service (Consultancy),1,4,6.304824151543061
A491079829X,83.0,Male,Nairobi,Single,2,633546.0572834311,99859.91207688647,Farming,Service (Consultancy),3,3,15.762060378857647
A563102056X,60.0,Female,Kiambu,Single,7,49186.05278175651,7752.735337437252,Employment (PAYE),Retail/Wholesale,5,2,15.762060378857647
A175133802X,40.0,Female,Kiambu,Married,6,109024.67934770041,17184.535786640485,Employment (PAYE),Retail/Wholesale,5,3,15.762060378857651
A813219781X,72.0,Male,Rural_Uplands,Single,5,469371.96546009905,59186.15407780135,Business (Sole Proprietor),Retail/Wholesale,4,47,12.609648303086122
A454549587X,33.0,Female,Nairobi,Married,7,68888.07248570315,2171.6359158055507,Informal_Sector,Retail/Wholesale,1,3,3.1524120757715295
A769108025X,25.0,Female,Mombasa,Single,5,90399.13147691496,5699.506274141699,Rental,Retail/Wholesale,2,2,6.304824151543059
A437064353X,21.0,Male,Nairobi,Single,1,2017640.8670399452,508834.83470614906,Farming,Service (Consultancy),4,2,25.219296606172243
A812306873X,21.0,Male,Kisumu,Single,4,106930.7339207992,16854.486844151987,Business (Sole Proprietor),Manufacturing,5,2,15.762060378857647
A233815413X,73.0,Female,Rural_SemiArid,Married,0,1123545.899773549,118062.65540432418,Rental,Manufacturing,2,3,10.508040252571767
A872830248X,42.0,Female,Kiambu,Married,0,1763806.4446903777,463353.72796379967,Informal_Sector,Retail/Wholesale,5,1,26.270100631429415
A422468580X,84.0,Male,Kiambu,Single,2,89304.47371896691,14076.225068604626,Employment (PAYE),Unknown,5,6,15.762060378857651
A644518647X,84.0,Male,Rural_SemiArid,Married,0,70619.11695057746,2226.205570553223,Informal_Sector,Unknown,1,4,3.1524120757715295
A432091877X,44.0,,Mombasa,Single,1,177336.06262474044,16771.09035864024,Business (Sole Proprietor),Unknown,3,1,9.457236227314587
A816070802X,49.0,Female,Kiambu,Married,3,52420.78327137158,3305.03820412148,Business (Sole Proprietor),Service (Consultancy),2,8,6.304824151543061
A538508549X,67.0,Female,Mombasa,Single,7,321756.65781503683,10143.095735560102,Informal_Sector,Manufacturing,1,0,3.1524120757715304
A450236225X,78.0,Other,Nakuru,,5,197110.96676757975,31068.749595255955,Business (Sole Proprietor),Retail/Wholesale,5,23,15.762060378857647
A532074125X,68.0,Male,Nairobi,Married,2,460869.4180508429,72642.51594086373,Business (Sole Proprietor),Unknown,5,18,15.762060378857647
A848621833X,,Female,Rural_Uplands,Married,7,2181264.2205232847,137524.87338451954,Business (Sole Proprietor),Retail/Wholesale,1,15,6.304824151543061
A417457352X,38.0,Female,Kiambu,Single,5,914586.6295140415,96105.13117397489,Employment (PAYE),Service (Consultancy),2,2,10.508040252571767
A695295870X,,Male,Nairobi,Married,5,558974.7958067665,146843.24136276465,Business (Sole Proprietor),Service (Consultancy),5,3,26.270100631429415
A236674237X,59.0,Male,Machakos,Married,5,14057.725489475135,886.3148718180531,Employment (PAYE),Tech/IT,2,1,6.304824151543059
A305986733X,78.0,Female,Kiambu,Married,3,521812.6910967512,27416.143811737293,Informal_Sector,Tech/IT,1,4,5.254020126285884
A551450815X,39.0,Female,Nairobi,,7,3555269.727503722,1120767.522160769,Employment (PAYE),Retail/Wholesale,5,3,31.524120757715295
A813962536X,38.0,Male,Nakuru,Single,0,2934.27659190634,370.00195847917104,Business (Sole Proprietor),Service (Consultancy),4,2,12.609648303086122
A507104143X,18.0,Female,Rural_Uplands,Married,4,754698.6537601548,158608.0766454686,Informal_Sector,Unknown,4,2,21.016080505143535
A827264603X,22.0,Male,Rural_Uplands,Single,5,211284.7730580593,33302.83350074367,Informal_Sector,Unknown,5,3,15.762060378857651
A903303363X,29.0,Female,Rural_SemiArid,Single,1,75004.80787513294,7093.381862594778,Rental,Tech/IT,3,51,9.457236227314587
A286860433X,63.0,,Rural_Uplands,Single,5,892420.645312593,234439.80157926996,Business (Sole Proprietor),Tech/IT,5,10,26.270100631429415
A760904107X,,Male,Nairobi,Married,5,3487022.7536321683,1099253.2637040138,Employment (PAYE),Retail/Wholesale,5,3,31.524120757715295
A711072118X,66.0,Other,Kiambu,Single,7,858417.7029296943,225507.19439763553,Employment (PAYE),Retail/Wholesale,5,2,26.270100631429415
A423142470X,62.0,Female,Rural_Uplands,Married,0,153769.81772083824,4847.458302723575,Employment (PAYE),Retail/Wholesale,1,5,3.1524120757715304
A536019893X,,Male,Kiambu,Married,6,65172.65534457183,10272.553285916209,Dividends/Interest,Service (Consultancy),5,1,15.762060378857647
A688343096X,43.0,Female,Nakuru,Single,1,333347.72744016006,52542.470070667856,Employment (PAYE),Finance,5,2,15.762060378857647
A995205588X,64.0,Male,Nakuru,Married,0,994259.9181927746,52238.616209441934,Rental,Service (Consultancy),1,0,5.254020126285883
A100435874X,73.0,Male,Kiambu,Single,5,150154.56271309935,23667.452836448392,Employment (PAYE),Retail/Wholesale,5,3,15.762060378857647
A426283245X,,Male,Rural_SemiArid,Married,7,173585.49308252698,21888.52018288454,Business (Sole Proprietor),Service (Consultancy),4,3,12.609648303086122
A408071259X,65.0,Male,Mombasa,Married,6,18494803.79699794,4664259.426294516,Business (Sole Proprietor),Retail/Wholesale,4,2,25.219296606172243
A325681936X,78.0,Female,Kiambu,Married,0,1353193.508784045,355485.29649553925,Farming,Agriculture/Farming,5,4,26.270100631429415
A561588882X,43.0,,Rural_SemiArid,Single,0,1506339.3855896841,79143.37448905312,Employment (PAYE),Retail/Wholesale,1,3,5.254020126285884
A943702118X,53.0,Female,Kiambu,Married,2,30018.560146975382,4731.543575229959,Employment (PAYE),Service (Consultancy),5,2,15.762060378857647
A722753913X,18.0,Female,Nairobi,Married,3,92894.24560458324,14642.047080678727,Employment (PAYE),Manufacturing,5,6,15.762060378857647
A751397897X,25.0,Male,Mombasa,Married,6,300145.44690952037,18923.642626508292,Employment (PAYE),Retail/Wholesale,2,2,6.304824151543059
A802984810X,,Female,Rural_Uplands,Married,4,59772.063376942264,5652.78523149762,Business (Sole Proprietor),Retail/Wholesale,3,1,9.457236227314588
A446012478X,64.0,Male,Machakos,Single,6,2959692.537189326,186603.40989613018,Employment (PAYE),Tech/IT,1,0,6.304824151543061
A599277266X,73.0,Male,Machakos,Married,3,2225447.239468263,420931.60510153003,Employment (PAYE),Retail/Wholesale,3,11,18.914472454629177
A574364121X,31.0,Male,Kisumu,Single,3,120533.37854441526,7599.417561139113,Informal_Sector,Tech/IT,2,3,6.304824151543059
A574765466X,45.0,Male,Nairobi,Single,1,3897624.8389132093,737215.1765410238,Business (Sole Proprietor),Agriculture/Farming,3,3,18.914472454629177
A825449223X,,Male,Rural_Uplands,Married,2,266631.23887040984,42026.576859650166,Employment (PAYE),Service (Consultancy),5,3,15.762060378857651
A329460134X,43.0,Female,Rural_Uplands,Married,2,13047206.0898959,3290413.6026294148,Employment (PAYE),Service (Consultancy),4,9,25.219296606172243
A648868899X,31.0,Male,Nairobi,Married,0,333376.97835421265,10509.41612348044,Employment (PAYE),Unknown,1,3,3.1524120757715304
A608079792X,76.0,Male,Nairobi,Single,3,636849.8073368091,33460.21705168882,Business (Sole Proprietor),Service (Consultancy),1,13,5.254020126285884
A952266893X,73.0,Female,Rural_SemiArid,Single,6,2190970.5162986033,690684.19132391,Rental,Unknown,5,3,31.524120757715295
A954725078X,24.0,Female,Rural_Uplands,Married,4,1823831.4247642239,287473.41037991666,Business (Sole Proprietor),Retail/Wholesale,3,0,15.762060378857647
A890232588X,20.0,Female,Rural_Uplands,Married,1,577288.8917896469,30330.874561440785,Employment (PAYE),Finance,1,10,5.254020126285884
A282204745X,-5.0,Male,Rural_Uplands,Single,6,217138.2487834719,13690.18475153799,Business (Sole Proprietor),Manufacturing,2,4,6.304824151543059
A807435606X,35.0,Female,Mombasa,Married,2,580241.1372438865,60971.972263567775,Business (Sole Proprietor),Unknown,2,2,10.508040252571766
A191048514X,55.0,Female,Nakuru,Single,0,78883.21465498918,7460.171953621967,Business (Sole Proprietor),Retail/Wholesale,3,2,9.457236227314588
A404713332X,32.0,Female,Mombasa,Married,4,337122.1404687057,21254.958132469877,Farming,Retail/Wholesale,2,2,6.304824151543061
A653462378X,81.0,Female,Nairobi,Married,3,50819.66684442532,6408.181257882096,Employment (PAYE),Retail/Wholesale,4,1,12.609648303086118
A812807629X,45.0,Male,Kisumu,Married,7,18558.3952518699,2925.185464946785,Employment (PAYE),Unknown,5,7,15.762060378857651
A779615069X,56.0,Male,Mombasa,,7,289421.7211618881,9123.765287813165,Informal_Sector,Service (Consultancy),1,2,3.1524120757715295
A764926227X,74.0,Male,Nakuru,Married,6,1782302.8748443164,468212.7587784614,Employment (PAYE),Unknown,5,1,26.270100631429415
A459905654X,34.0,Male,Mombasa,Married,4,1075941.8359067903,169590.60181701777,Employment (PAYE),Retail/Wholesale,3,200,15.762060378857647
A200273738X,61.0,Female,Kiambu,Married,7,237312.12965928388,37405.281163249274,Rental,Retail/Wholesale,5,1,15.762060378857647
A978775497X,42.0,Male,Nairobi,Married,2,3687593.1755739683,232496.26514424125,Rental,Retail/Wholesale,1,2,6.304824151543061
A906528433X,34.0,,Nairobi,Single,7,114280.12083807094,3602.5803295056453,Farming,Tech/IT,1,0,3.1524120757715304
A352188235X,,Female,Nairobi,Married,1,15112.09971114287,1429.186968590107,Employment (PAYE),Unknown,3,10,9.45723622731459
A822408848X,42.0,Male,Nairobi,Single,6,10166.446914215177,320.4883002006213,Employment (PAYE),Service (Consultancy),1,2,3.1524120757715295
